timestamp,open,high,low,close,volume
2026-03-25 00:43:00+00:00,2167.15,2167.16,2164.73,2164.94,27090.51
2026-03-25 00:44:00+00:00,2164.93,2164.94,2163.5,2163.99,17616.86
2026-03-25 00:45:00+00:00,2163.99,2164.84,2163.03,2163.57,9620.05
2026-03-25 00:46:00+00:00,2163.57,2165.48,2163.18,2165.18,24627.99
2026-03-25 00:47:00+00:00,2165.17,2167.89,2164.84,2165.28,49857.89
2026-03-25 00:48:00+00:00,2165.28,2165.94,2163.25,2164.0,20197.15
2026-03-25 00:49:00+00:00,2163.99,2164.4,2161.0,2161.13,27135.41
2026-03-25 00:50:00+00:00,2161.14,2161.95,2159.01,2159.55,34680.92
2026-03-25 00:51:00+00:00,2159.55,2159.9,2158.73,2159.82,10841.6
2026-03-25 00:52:00+00:00,2159.82,2161.09,2159.82,2160.32,11793.95
2026-03-25 00:53:00+00:00,2160.33,2162.48,2160.32,2162.09,10143.12
2026-03-25 00:54:00+00:00,2162.09,2162.55,2160.67,2161.62,27334.03
2026-03-25 00:55:00+00:00,2161.62,2162.17,2160.41,2161.0,4147.1
2026-03-25 00:56:00+00:00,2161.0,2161.39,2160.62,2161.39,7026.96
2026-03-25 00:57:00+00:00,2161.39,2162.42,2161.38,2162.3,6293.81
2026-03-25 00:58:00+00:00,2162.31,2162.31,2161.11,2161.6,10228.79
2026-03-25 00:59:00+00:00,2161.61,2161.61,2160.18,2160.43,18271.11
2026-03-25 01:00:00+00:00,2160.43,2160.78,2159.57,2159.78,14436.61
2026-03-25 01:01:00+00:00,2159.79,2161.2,2156.0,2158.69,81884.74
2026-03-25 01:02:00+00:00,2158.69,2161.22,2158.68,2161.2,13669.64
2026-03-25 01:03:00+00:00,2161.21,2161.74,2158.26,2161.0,37648.42
2026-03-25 01:04:00+00:00,2161.0,2161.33,2160.67,2161.19,6765.19
2026-03-25 01:05:00+00:00,2161.18,2162.31,2161.18,2162.1,12084.53
2026-03-25 01:06:00+00:00,2162.1,2162.5,2160.0,2160.01,8126.68
2026-03-25 01:07:00+00:00,2160.0,2161.0,2159.82,2160.19,6305.58
2026-03-25 01:08:00+00:00,2160.2,2160.71,2157.64,2158.7,19537.01
2026-03-25 01:09:00+00:00,2158.7,2162.82,2158.52,2162.59,15268.6
2026-03-25 01:10:00+00:00,2162.59,2163.0,2162.08,2162.99,12230.63
2026-03-25 01:11:00+00:00,2163.0,2166.0,2163.0,2165.86,43669.09
2026-03-25 01:12:00+00:00,2165.87,2165.87,2163.75,2164.4,24171.77
2026-03-25 01:13:00+00:00,2164.4,2164.4,2162.23,2162.56,9239.96
2026-03-25 01:14:00+00:00,2162.57,2162.57,2160.82,2161.28,13935.55
2026-03-25 01:15:00+00:00,2161.28,2162.08,2158.94,2159.38,10213.51
2026-03-25 01:16:00+00:00,2159.37,2159.9,2158.2,2159.47,16154.66
2026-03-25 01:17:00+00:00,2159.45,2159.45,2157.59,2158.09,11817.37
2026-03-25 01:18:00+00:00,2158.09,2159.56,2157.8,2157.8,14372.69
2026-03-25 01:19:00+00:00,2157.81,2158.2,2157.17,2157.59,11643.06
2026-03-25 01:20:00+00:00,2157.6,2159.99,2157.6,2159.68,5719.04
2026-03-25 01:21:00+00:00,2159.68,2161.96,2159.67,2161.94,14015.04
2026-03-25 01:22:00+00:00,2161.91,2161.97,2159.2,2159.66,9562.41
2026-03-25 01:23:00+00:00,2159.66,2160.4,2159.02,2159.99,6236.82
2026-03-25 01:24:00+00:00,2160.0,2160.0,2158.66,2158.66,9322.49
2026-03-25 01:25:00+00:00,2158.66,2158.67,2157.7,2157.7,6877.68
2026-03-25 01:26:00+00:00,2157.7,2158.28,2157.7,2157.71,9008.39
2026-03-25 01:27:00+00:00,2157.71,2159.44,2157.71,2158.99,15072.13
2026-03-25 01:28:00+00:00,2159.0,2160.52,2158.82,2159.54,32193.27
2026-03-25 01:29:00+00:00,2159.54,2159.83,2159.0,2159.83,7292.49
2026-03-25 01:30:00+00:00,2159.82,2160.8,2159.53,2159.7,8054.34
2026-03-25 01:31:00+00:00,2159.76,2159.76,2158.07,2159.34,11774.83
2026-03-25 01:32:00+00:00,2159.35,2159.62,2158.09,2158.3,7153.01
2026-03-25 01:33:00+00:00,2158.3,2158.53,2157.53,2157.74,14547.02
2026-03-25 01:34:00+00:00,2157.73,2158.31,2155.86,2158.3,28494.22
2026-03-25 01:35:00+00:00,2158.31,2159.98,2157.63,2159.98,19056.12
2026-03-25 01:36:00+00:00,2159.99,2160.18,2158.38,2159.99,7607.78
2026-03-25 01:37:00+00:00,2159.99,2160.0,2158.3,2158.35,4877.43
2026-03-25 01:38:00+00:00,2158.35,2159.27,2158.34,2158.44,5028.51
2026-03-25 01:39:00+00:00,2158.44,2159.33,2157.34,2158.98,17510.92
2026-03-25 01:40:00+00:00,2158.99,2159.91,2158.78,2159.15,6881.54
2026-03-25 01:41:00+00:00,2159.15,2160.23,2157.2,2159.71,27867.78
2026-03-25 01:42:00+00:00,2159.71,2164.0,2159.71,2162.68,59951.86
2026-03-25 01:43:00+00:00,2162.69,2163.38,2162.07,2162.24,9661.3
2026-03-25 01:44:00+00:00,2162.23,2162.24,2160.46,2160.51,5725.01
2026-03-25 01:45:00+00:00,2160.51,2160.73,2159.08,2160.06,5605.34
2026-03-25 01:46:00+00:00,2160.06,2160.89,2159.0,2160.89,6306.45
2026-03-25 01:47:00+00:00,2160.88,2161.39,2160.26,2160.27,5189.53
2026-03-25 01:48:00+00:00,2160.27,2160.8,2158.87,2159.78,9311.7
2026-03-25 01:49:00+00:00,2159.79,2159.98,2159.17,2159.18,3381.25
2026-03-25 01:50:00+00:00,2159.17,2161.45,2159.1,2160.2,9259.01
2026-03-25 01:51:00+00:00,2160.2,2160.47,2159.12,2159.8,7389.74
2026-03-25 01:52:00+00:00,2159.79,2160.44,2159.44,2160.44,3107.49
2026-03-25 01:53:00+00:00,2160.44,2160.91,2160.01,2160.01,5421.2
2026-03-25 01:54:00+00:00,2160.0,2160.18,2159.53,2159.99,10040.72
2026-03-25 01:55:00+00:00,2160.0,2160.18,2159.25,2159.25,6404.12
2026-03-25 01:56:00+00:00,2159.24,2159.86,2158.6,2159.85,9881.06
2026-03-25 01:57:00+00:00,2159.85,2159.85,2158.0,2158.01,5163.78
2026-03-25 01:58:00+00:00,2158.0,2158.49,2157.0,2157.44,9622.93
2026-03-25 01:59:00+00:00,2157.45,2157.45,2155.11,2155.45,30029.8
2026-03-25 02:00:00+00:00,2155.45,2156.7,2153.36,2154.05,68675.46
2026-03-25 02:01:00+00:00,2154.04,2155.7,2153.36,2154.65,29834.17
2026-03-25 02:02:00+00:00,2154.66,2155.61,2153.88,2154.83,14243.51
2026-03-25 02:03:00+00:00,2154.83,2155.54,2152.75,2155.09,43513.12
2026-03-25 02:04:00+00:00,2155.1,2156.0,2155.0,2155.01,8474.59
2026-03-25 02:05:00+00:00,2155.01,2155.01,2153.4,2154.35,13453.16
2026-03-25 02:06:00+00:00,2154.35,2154.93,2154.0,2154.18,5295.04
2026-03-25 02:07:00+00:00,2154.17,2156.8,2154.0,2155.64,33617.88
2026-03-25 02:08:00+00:00,2155.64,2155.64,2155.0,2155.03,5036.69
2026-03-25 02:09:00+00:00,2155.03,2155.34,2153.65,2153.91,18097.49
2026-03-25 02:10:00+00:00,2153.9,2155.55,2153.9,2154.98,6062.15
2026-03-25 02:11:00+00:00,2154.98,2155.56,2153.61,2154.77,11449.82
2026-03-25 02:12:00+00:00,2154.76,2154.77,2153.8,2154.19,8445.55
2026-03-25 02:13:00+00:00,2154.19,2154.49,2152.24,2153.37,24273.89
2026-03-25 02:14:00+00:00,2153.37,2153.74,2152.42,2153.55,15183.54
2026-03-25 02:15:00+00:00,2153.55,2154.65,2153.18,2153.77,10496.91
2026-03-25 02:16:00+00:00,2153.77,2154.07,2152.25,2152.81,14708.71
2026-03-25 02:17:00+00:00,2152.8,2154.26,2152.25,2154.26,12965.36
2026-03-25 02:18:00+00:00,2154.26,2155.31,2153.81,2155.31,8924.49
2026-03-25 02:19:00+00:00,2155.3,2156.14,2154.44,2154.47,13887.48
2026-03-25 02:20:00+00:00,2154.47,2154.47,2153.5,2153.91,6053.81
2026-03-25 02:21:00+00:00,2153.92,2155.0,2153.91,2154.92,5969.47
2026-03-25 02:22:00+00:00,2154.92,2156.0,2154.78,2155.54,9878.88
2026-03-25 02:23:00+00:00,2155.55,2155.66,2153.35,2154.04,8704.21
2026-03-25 02:24:00+00:00,2154.03,2154.11,2153.39,2153.71,3951.67
2026-03-25 02:25:00+00:00,2153.71,2154.71,2153.33,2154.26,9362.42
2026-03-25 02:26:00+00:00,2154.27,2154.48,2153.8,2154.23,5383.83
2026-03-25 02:27:00+00:00,2154.24,2156.55,2154.1,2156.09,7778.06
2026-03-25 02:28:00+00:00,2156.09,2157.6,2155.33,2155.92,23002.68
2026-03-25 02:29:00+00:00,2155.93,2157.27,2155.0,2155.16,14423.03
2026-03-25 02:30:00+00:00,2155.17,2155.17,2154.57,2154.73,8045.13
2026-03-25 02:31:00+00:00,2154.73,2156.0,2153.75,2155.99,14917.96
2026-03-25 02:32:00+00:00,2156.0,2156.99,2155.67,2156.32,7331.82
2026-03-25 02:33:00+00:00,2156.32,2157.94,2156.0,2157.94,6339.42
2026-03-25 02:34:00+00:00,2157.93,2158.17,2156.41,2156.72,12184.51
2026-03-25 02:35:00+00:00,2156.72,2156.72,2156.0,2156.09,9574.46
2026-03-25 02:36:00+00:00,2156.08,2158.35,2156.0,2157.99,8100.62
2026-03-25 02:37:00+00:00,2157.99,2159.86,2157.86,2159.47,16511.5
2026-03-25 02:38:00+00:00,2159.44,2160.36,2158.73,2158.74,18920.28
2026-03-25 02:39:00+00:00,2158.74,2159.61,2157.5,2158.4,15452.05
2026-03-25 02:40:00+00:00,2158.39,2159.52,2157.03,2158.68,34893.81
2026-03-25 02:41:00+00:00,2158.68,2159.4,2158.26,2158.26,5090.61
2026-03-25 02:42:00+00:00,2158.26,2159.62,2158.26,2159.38,7102.79
2026-03-25 02:43:00+00:00,2159.39,2159.39,2157.78,2157.78,4015.47
2026-03-25 02:44:00+00:00,2157.78,2159.38,2157.77,2159.03,11552.9
2026-03-25 02:45:00+00:00,2159.03,2159.85,2159.03,2159.6,7072.9
2026-03-25 02:46:00+00:00,2159.6,2160.5,2159.45,2159.45,9199.1
2026-03-25 02:47:00+00:00,2159.46,2159.81,2158.35,2159.37,8124.21
2026-03-25 02:48:00+00:00,2159.37,2159.44,2157.77,2158.0,7479.68
2026-03-25 02:49:00+00:00,2158.0,2158.0,2155.56,2155.78,8248.16
2026-03-25 02:50:00+00:00,2155.77,2156.36,2155.31,2155.77,17918.55
2026-03-25 02:51:00+00:00,2155.76,2156.64,2155.36,2156.63,5476.33
2026-03-25 02:52:00+00:00,2156.64,2157.0,2155.51,2155.8,5571.36
2026-03-25 02:53:00+00:00,2155.79,2156.44,2155.67,2156.06,4614.72
2026-03-25 02:54:00+00:00,2156.05,2156.06,2155.66,2155.69,5023.59
2026-03-25 02:55:00+00:00,2155.69,2155.84,2154.12,2154.92,20283.11
2026-03-25 02:56:00+00:00,2154.93,2155.16,2152.95,2154.25,13177.21
2026-03-25 02:57:00+00:00,2154.24,2155.9,2154.03,2154.03,34185.93
2026-03-25 02:58:00+00:00,2154.04,2154.67,2154.01,2154.01,8668.65
2026-03-25 02:59:00+00:00,2154.01,2154.66,2153.23,2154.52,10284.68
2026-03-25 03:00:00+00:00,2154.52,2155.21,2153.89,2154.24,11250.33
2026-03-25 03:01:00+00:00,2154.24,2155.02,2154.09,2154.67,10461.2
2026-03-25 03:02:00+00:00,2154.68,2155.32,2154.5,2154.93,10050.21
2026-03-25 03:03:00+00:00,2154.93,2155.01,2154.11,2154.89,7553.17
2026-03-25 03:04:00+00:00,2154.89,2155.09,2154.76,2155.01,5694.79
2026-03-25 03:05:00+00:00,2155.01,2155.01,2153.19,2153.4,7828.46
2026-03-25 03:06:00+00:00,2153.4,2153.41,2151.65,2152.45,42094.06
2026-03-25 03:07:00+00:00,2152.45,2152.46,2151.25,2151.26,26266.47
2026-03-25 03:08:00+00:00,2151.25,2151.56,2150.88,2151.3,14829.38
2026-03-25 03:09:00+00:00,2151.3,2152.43,2151.29,2151.42,20464.33
2026-03-25 03:10:00+00:00,2151.43,2152.47,2151.39,2152.02,13516.12
2026-03-25 03:11:00+00:00,2152.02,2152.2,2151.22,2151.81,6131.65
2026-03-25 03:12:00+00:00,2151.81,2151.92,2146.81,2149.23,121947.32
2026-03-25 03:13:00+00:00,2149.24,2150.16,2148.22,2150.16,27309.33
2026-03-25 03:14:00+00:00,2150.15,2150.89,2150.0,2150.54,16674.0
2026-03-25 03:15:00+00:00,2150.54,2150.89,2148.23,2148.36,13898.35
2026-03-25 03:16:00+00:00,2148.36,2149.0,2145.0,2148.11,99304.52
2026-03-25 03:17:00+00:00,2148.1,2148.89,2147.51,2147.99,20054.45
2026-03-25 03:18:00+00:00,2148.0,2150.0,2147.66,2149.74,14830.7
2026-03-25 03:19:00+00:00,2149.75,2149.75,2148.85,2149.5,10174.86
2026-03-25 03:20:00+00:00,2149.5,2149.86,2149.36,2149.37,5520.27
2026-03-25 03:21:00+00:00,2149.37,2149.6,2148.07,2148.7,15982.15
2026-03-25 03:22:00+00:00,2148.71,2149.29,2147.83,2148.63,26872.67
2026-03-25 03:23:00+00:00,2148.63,2149.29,2148.55,2149.0,7363.09
2026-03-25 03:24:00+00:00,2149.0,2149.5,2148.99,2149.5,8156.03
2026-03-25 03:25:00+00:00,2149.49,2149.51,2149.13,2149.22,5256.04
2026-03-25 03:26:00+00:00,2149.21,2150.0,2149.1,2149.92,8291.39
2026-03-25 03:27:00+00:00,2149.92,2150.0,2149.2,2149.21,9910.07
2026-03-25 03:28:00+00:00,2149.2,2150.75,2149.2,2150.25,13664.62
2026-03-25 03:29:00+00:00,2150.26,2152.15,2150.25,2151.46,18470.31
2026-03-25 03:30:00+00:00,2151.46,2154.5,2151.46,2153.65,32394.48
2026-03-25 03:31:00+00:00,2153.64,2155.2,2153.23,2154.73,33810.91
2026-03-25 03:32:00+00:00,2154.74,2155.32,2152.71,2154.51,15718.69
2026-03-25 03:33:00+00:00,2154.51,2154.51,2153.66,2153.95,4929.68
2026-03-25 03:34:00+00:00,2153.95,2154.55,2153.45,2154.55,6733.39
2026-03-25 03:35:00+00:00,2154.55,2156.93,2154.54,2156.46,25223.96
2026-03-25 03:36:00+00:00,2156.46,2158.75,2155.82,2157.69,35478.03
2026-03-25 03:37:00+00:00,2157.69,2158.99,2156.88,2157.31,25191.3
2026-03-25 03:38:00+00:00,2157.31,2157.66,2157.0,2157.13,10690.32
2026-03-25 03:39:00+00:00,2157.13,2157.4,2156.67,2157.0,7557.35
2026-03-25 03:40:00+00:00,2157.0,2157.25,2156.3,2156.46,8812.45
2026-03-25 03:41:00+00:00,2156.46,2156.82,2156.31,2156.45,3949.18
2026-03-25 03:42:00+00:00,2156.45,2156.99,2156.35,2156.99,5707.36
2026-03-25 03:43:00+00:00,2156.99,2157.48,2156.55,2156.55,6728.55
2026-03-25 03:44:00+00:00,2156.55,2156.86,2156.18,2156.5,12689.59
2026-03-25 03:45:00+00:00,2156.5,2156.84,2156.27,2156.37,11761.84
2026-03-25 03:46:00+00:00,2156.37,2157.27,2156.02,2156.41,6966.23
2026-03-25 03:47:00+00:00,2156.42,2158.0,2156.42,2157.56,19683.3
2026-03-25 03:48:00+00:00,2157.56,2158.34,2157.07,2157.07,7050.31
2026-03-25 03:49:00+00:00,2157.08,2157.23,2156.27,2156.27,3532.0
2026-03-25 03:50:00+00:00,2156.27,2158.2,2155.59,2157.49,44829.53
2026-03-25 03:51:00+00:00,2157.49,2157.49,2156.66,2156.66,9015.26
2026-03-25 03:52:00+00:00,2156.66,2158.0,2156.1,2157.24,6414.66
2026-03-25 03:53:00+00:00,2157.23,2158.0,2156.94,2157.99,7223.4
2026-03-25 03:54:00+00:00,2157.99,2158.0,2157.52,2157.65,3120.91
2026-03-25 03:55:00+00:00,2157.65,2158.03,2157.3,2157.64,9630.18
2026-03-25 03:56:00+00:00,2157.64,2158.5,2157.63,2157.78,7340.54
2026-03-25 03:57:00+00:00,2157.78,2159.5,2157.53,2159.09,22101.86
2026-03-25 03:58:00+00:00,2159.08,2159.49,2157.27,2157.27,16153.55
2026-03-25 03:59:00+00:00,2157.28,2157.5,2156.99,2157.34,5933.34
2026-03-25 04:00:00+00:00,2157.33,2157.33,2156.0,2156.93,12778.97
2026-03-25 04:01:00+00:00,2156.93,2157.25,2156.74,2157.25,7735.53
2026-03-25 04:02:00+00:00,2157.24,2157.83,2155.35,2155.82,13532.67
2026-03-25 04:03:00+00:00,2155.83,2158.69,2155.82,2158.33,30673.89
2026-03-25 04:04:00+00:00,2158.33,2158.4,2157.8,2157.8,8019.54
2026-03-25 04:05:00+00:00,2157.8,2158.83,2157.8,2158.5,7678.62
2026-03-25 04:06:00+00:00,2158.51,2161.46,2158.48,2160.39,39577.83
2026-03-25 04:07:00+00:00,2160.39,2161.47,2160.08,2160.8,19286.65
2026-03-25 04:08:00+00:00,2160.8,2160.83,2160.0,2160.25,13308.08
2026-03-25 04:09:00+00:00,2160.25,2162.5,2160.1,2162.5,20757.92
2026-03-25 04:10:00+00:00,2162.49,2162.5,2160.9,2160.91,21256.94
2026-03-25 04:11:00+00:00,2160.9,2161.87,2160.9,2161.8,6853.83
2026-03-25 04:12:00+00:00,2161.8,2162.36,2161.39,2161.39,22433.45
2026-03-25 04:13:00+00:00,2161.39,2161.92,2161.27,2161.92,13269.3
2026-03-25 04:14:00+00:00,2161.92,2162.72,2161.45,2161.45,29452.28
2026-03-25 04:15:00+00:00,2161.45,2161.46,2159.78,2160.48,13837.99
2026-03-25 04:16:00+00:00,2160.48,2161.16,2160.48,2160.75,8302.98
2026-03-25 04:17:00+00:00,2160.75,2160.75,2158.24,2160.04,20320.77
2026-03-25 04:18:00+00:00,2160.04,2161.1,2159.49,2160.59,36029.01
2026-03-25 04:19:00+00:00,2160.59,2160.6,2159.5,2160.5,6246.55
2026-03-25 04:20:00+00:00,2160.49,2160.5,2159.62,2159.64,5873.89
2026-03-25 04:21:00+00:00,2159.63,2160.45,2159.26,2159.28,7070.27
2026-03-25 04:22:00+00:00,2159.27,2160.29,2159.27,2160.2,3459.18
2026-03-25 04:23:00+00:00,2160.19,2160.19,2159.08,2159.39,13310.52
2026-03-25 04:24:00+00:00,2159.39,2161.0,2159.28,2161.0,14176.05
2026-03-25 04:25:00+00:00,2160.99,2161.21,2160.26,2160.45,9757.02
2026-03-25 04:26:00+00:00,2160.44,2160.56,2160.17,2160.18,6634.01
2026-03-25 04:27:00+00:00,2160.18,2161.17,2160.18,2161.17,4894.17
2026-03-25 04:28:00+00:00,2161.16,2163.37,2161.16,2163.35,27398.92
2026-03-25 04:29:00+00:00,2163.35,2163.5,2162.2,2162.23,13333.83
2026-03-25 04:30:00+00:00,2162.23,2163.3,2162.23,2162.44,11049.98
2026-03-25 04:31:00+00:00,2162.43,2162.64,2161.69,2161.95,11690.48
2026-03-25 04:32:00+00:00,2161.95,2162.19,2161.2,2161.32,8950.18
2026-03-25 04:33:00+00:00,2161.31,2161.45,2160.52,2160.52,12331.33
2026-03-25 04:34:00+00:00,2160.52,2160.86,2160.5,2160.56,6122.04
2026-03-25 04:35:00+00:00,2160.56,2161.31,2160.42,2160.88,7380.6
2026-03-25 04:36:00+00:00,2160.88,2160.98,2159.81,2160.03,10181.85
2026-03-25 04:37:00+00:00,2160.04,2160.68,2159.85,2159.98,20539.79
2026-03-25 04:38:00+00:00,2159.97,2159.97,2159.5,2159.91,11409.63
2026-03-25 04:39:00+00:00,2159.9,2160.0,2158.77,2159.82,15028.67
2026-03-25 04:40:00+00:00,2159.82,2161.4,2159.82,2160.56,9612.93
2026-03-25 04:41:00+00:00,2160.56,2160.97,2160.14,2160.46,5140.27
2026-03-25 04:42:00+00:00,2160.45,2160.46,2159.96,2159.96,3133.82
2026-03-25 04:43:00+00:00,2159.96,2159.96,2159.41,2159.81,6164.04
2026-03-25 04:44:00+00:00,2159.82,2160.0,2159.18,2159.59,4211.61
2026-03-25 04:45:00+00:00,2159.59,2160.18,2159.36,2160.1,10482.55
2026-03-25 04:46:00+00:00,2160.1,2160.1,2159.32,2159.32,3852.58
2026-03-25 04:47:00+00:00,2159.32,2160.0,2158.73,2159.03,11655.67
2026-03-25 04:48:00+00:00,2159.03,2159.04,2158.67,2158.75,5243.38
2026-03-25 04:49:00+00:00,2158.75,2159.29,2158.58,2158.74,10738.01
2026-03-25 04:50:00+00:00,2158.75,2158.93,2158.6,2158.62,6046.39
2026-03-25 04:51:00+00:00,2158.61,2159.59,2158.61,2159.59,8245.82
2026-03-25 04:52:00+00:00,2159.59,2160.5,2159.18,2160.49,16468.44
2026-03-25 04:53:00+00:00,2160.5,2161.1,2159.66,2159.66,16436.87
2026-03-25 04:54:00+00:00,2159.66,2160.39,2159.65,2160.31,4801.08
2026-03-25 04:55:00+00:00,2160.31,2160.77,2160.3,2160.66,3195.02
2026-03-25 04:56:00+00:00,2160.66,2162.82,2160.48,2162.82,15934.77
2026-03-25 04:57:00+00:00,2162.81,2164.47,2161.64,2163.7,41766.04
2026-03-25 04:58:00+00:00,2163.7,2166.84,2163.7,2164.66,83544.75
2026-03-25 04:59:00+00:00,2164.66,2165.4,2164.37,2165.09,26216.1
2026-03-25 05:00:00+00:00,2165.09,2165.09,2163.37,2163.37,19364.39
2026-03-25 05:01:00+00:00,2163.38,2165.0,2163.37,2164.15,18279.79
2026-03-25 05:02:00+00:00,2164.15,2164.15,2163.0,2163.98,11316.06
2026-03-25 05:03:00+00:00,2163.99,2164.3,2163.67,2163.82,5066.15
2026-03-25 05:04:00+00:00,2163.82,2164.18,2163.78,2163.92,10617.24
2026-03-25 05:05:00+00:00,2163.92,2165.0,2163.92,2164.76,17476.66
2026-03-25 05:06:00+00:00,2164.76,2172.98,2164.71,2168.53,286452.71
2026-03-25 05:07:00+00:00,2168.54,2172.9,2168.53,2170.8,122393.11
2026-03-25 05:08:00+00:00,2170.81,2179.6,2170.8,2175.02,449641.11
2026-03-25 05:09:00+00:00,2175.01,2175.77,2170.7,2173.55,116229.94
2026-03-25 05:10:00+00:00,2173.54,2175.3,2173.04,2173.62,70619.99
2026-03-25 05:11:00+00:00,2173.62,2175.0,2173.16,2173.54,114467.54
